hex9,value
89196ba6e87ffff,7798
8919696a89bffff,5708
89196bb5e23ffff,2466
89196949b27ffff,3474
891969482cfffff,3202
891969796cbffff,6997
89196b146afffff,9110
89196bb82dbffff,4883
89196b849c7ffff,1233
89196ba8b83ffff,9360
89196bb2a27ffff,2298
89196b84933ffff,8045
89196ba6acbffff,1088
89196b84aafffff,9428
89196b94e77ffff,895
89196ba660bffff,2276
89196bb6d0bffff,5513
89196959a03ffff,8452
89196bba163ffff,1437
89196b1681bffff,8038
89196bacdcbffff,4125
89196bb80afffff,8164
89196bb0857ffff,45
89196bb1d17ffff,5799
89196941d93ffff,331
89196ba823bffff,6343
8919694284fffff,2946
89196bae88bffff,5520
8919696aa8bffff,1223
89196bb3603ffff,1735
89196948d0bffff,4680
89196949077ffff,4347
89196bba367ffff,5232
8919695964bffff,4091
89196bae663ffff,570
89196ba4cc7ffff,6548
89196b845cfffff,611
89196b32a0fffff,7757
89196bb985bffff,61
89196b04a5bffff,8020
89196bb0357ffff,2193
89196948977ffff,544
89196b84323ffff,3171
89196940a77ffff,5912
89196b04293ffff,5532
89196941c97ffff,3731
89196ba0e8bffff,7310
89196ba8d6bffff,5552
89196b165a3ffff,6674
89196ba9453ffff,59
89196ba6a87ffff,8352
89196948c53ffff,5242
89196b04183ffff,5911
8919682cb6bffff,8635
89196b94e87ffff,7760
89196ba9b27ffff,7544
8919696b1b7ffff,3295
89196bb945bffff,5574
89196bab2dbffff,6272
89196bb8c87ffff,5573
89196b14e4fffff,7620
89196baa81bffff,4449
89196ba9627ffff,3274
89196bad4c3ffff,6388
89196b95983ffff,6705
89196ba9b33ffff,5524
89196b04d1bffff,1017
89196b14ac7ffff,144
89196ba9077ffff,8614
89196b84d23ffff,3077
89196b86137ffff,8620
891969590a3ffff,2602
89196b84e4fffff,4481
89196949a53ffff,5096
8919696a36bffff,7874
8919697a817ffff,641
891fa493493ffff,654
8919696989bffff,9949
89196b33433ffff,890
89196969a9bffff,7814
8919694ec3bffff,1943
89196969a1bffff,7444
89196ba266bffff,667
8919694ea07ffff,4187
89196959027ffff,1620
89196ba0257ffff,9212
89196bb84b3ffff,7464
8919694a4d3ffff,93
89196b8688bffff,5849
89196bb8357ffff,3180
89196bb9ab7ffff,2474
89196bb598bffff,5534
89196941a67ffff,2563
8919694a59bffff,7977
8919694896bffff,8891
89196bb2a7bffff,2741
89196948d37ffff,4654
89196959e77ffff,6918
8919694424bffff,7720
8919697b697ffff,3017
89196ba5bdbffff,7649
8919694904fffff,2329
89196ba584fffff,1593
8919694e60fffff,2803
8919694b43bffff,8559
89196b8496fffff,6286
89196bb5a0bffff,1636
89196b9604fffff,5883
89196bb8b57ffff,2960
89196b14d53ffff,3231
8919694190fffff,5644
89196ba0b27ffff,5033
89196b32193ffff,6246
8919694ec17ffff,3495
89196b87523ffff,7469
89196bbae8fffff,7020
89196b04123ffff,4093
89196b32523ffff,263
89196baec4bffff,7953
89196978e93ffff,2506
89196ba8d0bffff,689
89196b04d53ffff,1622
8919694326bffff,4841
89196b965a3ffff,4887
8919696aad3ffff,3110
89196ba939bffff,5127
89196b840a3ffff,7885
89196bab2cbffff,9018
8919697b477ffff,6979
89196bae04bffff,7263
89196bb9bcfffff,9790
89196ba93c3ffff,4311
89196ba5383ffff,3239
89196baa477ffff,7717
89196ba5bafffff,4313
8919694ca73ffff,5757
89196baf2cfffff,3479
89196959337ffff,785
89196bb969bffff,6785
89196bbb593ffff,5075
89196949a33ffff,2795
89196ba9337ffff,2229
89196969a8fffff,6906
89196baa18bffff,4905
8919696862fffff,9249
89196bb4283ffff,4601
8919696a663ffff,9229
89196ba14cbffff,7840
8919697b67bffff,7553
891969416b3ffff,7557
891969636a3ffff,5233
89196bb4d7bffff,84
8919696b6d7ffff,9247
8919696a657ffff,3124
8919694a49bffff,9908
89196961203ffff,5621
89196968acbffff,9281
89196b3a40bffff,6477
89196bacd07ffff,5323
891969788a3ffff,2250
89196b941a7ffff,5344
89196baeb47ffff,5737
89196b04247ffff,4030
89196bb54a7ffff,6503
89196bb496bffff,3391
89196b86c1bffff,9451
89196ba5d63ffff,6669
89196b8495bffff,5256
8919694a64fffff,997
89196963643ffff,6341
89196ba332fffff,6912
89196ba106bffff,4790
8919682cbb7ffff,7391
89196b94427ffff,6887
89196bb1bcfffff,2746
89196bb5ecfffff,9786
89196960613ffff,9359
89196b84c27ffff,3326
8919694b0dbffff,7551
89196ba8c6fffff,5454
89196ba4c4bffff,2816
89196b16ccbffff,3069
8919696a883ffff,1660
8919697b3c7ffff,4909
89196bad12bffff,4712
89196b06557ffff,2723
89196b06d23ffff,671
891969428cfffff,8733
89196ba0b5bffff,5669
89196bb254fffff,3001
89196968ed7ffff,8851
89196b04c0bffff,9222
89196bba033ffff,4108
89196b04e43ffff,3289
8919696344bffff,2790
89196942253ffff,6542
89196979cafffff,3704
89196bb1e3bffff,3162
891969594b3ffff,8258
89196969257ffff,4675
89196ba4a33ffff,7004
89196ba6e47ffff,6217
89196b96107ffff,1123
8919694f427ffff,9396
89196bb5a53ffff,7466
89196baebdbffff,3671
89196bacc53ffff,99
8919694a017ffff,9872
89196948887ffff,9145
89196ba4e7bffff,6485
89196978317ffff,8065
89196b96cb3ffff,2346
891969635dbffff,434
89196bb1e17ffff,3854
89196b14e73ffff,3148
8919682d937ffff,9581
89196b96cafffff,6317
8919694c4c3ffff,166
8919694e823ffff,5329
89196bba207ffff,4711
89196bba557ffff,1062
89196bb09a3ffff,3252
8919697a8b7ffff,3766
89196961177ffff,604
89196ba2dcfffff,5626
89196ba8897ffff,3565
8919696b52fffff,5789
89196ba8bafffff,9019
89196b04363ffff,5555
89196ba0ecbffff,4966
891969611b7ffff,1207
8919694d217ffff,3223
89196bae407ffff,2038
89196b85e03ffff,2988
89196b3643bffff,3437
8919696146bffff,2782
89196b14537ffff,4326
89196979d63ffff,1523
891fa492d97ffff,3840
89196ba4d27ffff,7817
89196baa643ffff,4487
89196ba8b33ffff,2570
891fa4974a3ffff,4536
89196bb182fffff,3434
89196941b27ffff,7241
89196bae08fffff,7604
89196ba957bffff,3296
89196ba18c7ffff,3772
89196945227ffff,8285
891fa4966d3ffff,8816
89196b305b3ffff,7409
89196bb0963ffff,7399
8919697b667ffff,607
89196b14167ffff,767
891fa49649bffff,851
8919694123bffff,6980
89196969ab7ffff,1628
89196ba1b9bffff,8283
8919696052bffff,7522
89196ba0ea3ffff,2848
8919694ab97ffff,9682
8919695924bffff,4657
89196bb8363ffff,2458
89196bae543ffff,5340
89196bb14afffff,5523
89196960457ffff,3934
89196bb7513ffff,1760
89196ba6553ffff,3920
89196941a9bffff,4923
89196ba09a3ffff,1728
8919694dca7ffff,8547
89196ba815bffff,5403
89196bad803ffff,6950
89196959a57ffff,8718
8919695936bffff,3129
89196978a77ffff,3556
89196bae57bffff,6573
89196b334d7ffff,183
89196969847ffff,4154
89196ba366bffff,1633
89196bb0bc7ffff,3546
89196b14c43ffff,2863
89196b96377ffff,1663
89196baaccbffff,9617
89196ba2bc3ffff,5724
891fa4975b3ffff,1215
89196978e67ffff,9609
8919694dcdbffff,6165
89196bb8b77ffff,531
89196ba4d63ffff,323
89196ba18d7ffff,7994
89196ba01b7ffff,6279
8919696a21bffff,3314
8919694c477ffff,8113
891969693a7ffff,7527
89196baab1bffff,3418
89196bb75b7ffff,4128
89196bbb177ffff,2831
89196978ec3ffff,7898
89196b84623ffff,2710
89196bb6b33ffff,6284
8919694c823ffff,8708
89196bb44d3ffff,3669
8919694d0cbffff,5401
89196940217ffff,5336
89196ba80afffff,6623
891969698cfffff,6608
89196ba2987ffff,2287
89196b32a83ffff,8912
891fa492487ffff,7476
89196bb3633ffff,7081
89196bb92b3ffff,6616
89196968057ffff,6107
89196bb0a77ffff,5505
8919694ce5bffff,3249
89196ba1177ffff,7322
89196bb2d87ffff,2985
89196bb4e3bffff,7537
8919694d463ffff,2553
89196bb24bbffff,8503
89196960203ffff,3100
8919697a913ffff,8056
89196b96d6fffff,8243
89196ba3547ffff,2163
89196bb10c7ffff,1877
8919694f463ffff,6033
89196bb04abffff,5953
891969431d7ffff,6695
8919694f60bffff,7501
891fa4924b3ffff,2975
89196ba8a63ffff,8382
891fa492dcbffff,5231
8919694a1b7ffff,1376
89196b06b13ffff,1289
89196bba0bbffff,6865
89196b33467ffff,165
89196bae907ffff,8945
89196bb8e13ffff,1288
8919696a4b7ffff,8282
89196ba544fffff,5414
89196b8608fffff,7684
89196978d0fffff,7275
89196bb4393ffff,1093
89196bb1307ffff,1805
89196b14077ffff,2420
89196bb88abffff,870
89196bb21a7ffff,9450
891fa49344fffff,4474
89196bae933ffff,5624
89196baed4bffff,5062
89196ba484bffff,2361
89196ba8067ffff,1554
89196bb981bffff,3562
89196bb75d7ffff,6687
8919694b51bffff,8735
8919697a943ffff,6086
89196ba0573ffff,1901
89196ba9c13ffff,5686
891fa496657ffff,6951
89196b96a2bffff,9602
8919694ac0fffff,5057
89196b9442fffff,7772
89196bb5d97ffff,4543
89196ba909bffff,2898
8919696114fffff,4446
8919694e47bffff,3290
89196bb14c7ffff,4793
89196b96637ffff,1169
8919697b20fffff,7932
89196baf4b7ffff,670
89196ba560fffff,8288
8919696841bffff,6665
89196ba604fffff,5066
89196bad857ffff,6591
8919695904fffff,5348
89196ba1c47ffff,3483
89196ba88d7ffff,4485
89196bb050fffff,9313
89196ba342bffff,1861
89196bbb1c7ffff,6766
89196bab647ffff,887
89196b33527ffff,3132
8919694aeb7ffff,1428
8919694c823ffff,2059
89196b94d6fffff,5898
89196b84353ffff,4953
89196b846bbffff,8625
89196b85a47ffff,2584
8919694d0c7ffff,9331
89196979d0bffff,9716
89196bb5c0bffff,6822
89196bab4cbffff,1359
89196b869dbffff,6514
89196b04527ffff,7269
89196bbb36fffff,9613
89196bb4033ffff,3138
89196bb9bafffff,649
89196bbabafffff,9119
89196bb4473ffff,6610
89196bab483ffff,5513
89196969a67ffff,2251
89196b15c67ffff,6108
89196ba1007ffff,3665
89196942a37ffff,1233
89196baf04bffff,7173
89196b96697ffff,1713
89196bad2d3ffff,8902
89196bb8627ffff,9767
8919697850fffff,1086
89196b14147ffff,897
8919697a90fffff,3922
89196942acbffff,355
89196b0458fffff,7767
8919696847bffff,317
89196ba4e2fffff,3138
89196979697ffff,8369
89196969c4bffff,9589
89196ba063bffff,2277
89196b151b3ffff,1185
89196b17323ffff,5280
8919694eedbffff,4249
89196959a23ffff,5014
89196ba30bbffff,9712
89196bb3683ffff,2674
89196baea2fffff,9078
89196bb1313ffff,4754
89196ba352bffff,9495
89196bb9e13ffff,4160
89196969637ffff,6820
89196b32533ffff,7115
89196bb7203ffff,7563
89196bae313ffff,2554
89196bb2d63ffff,4503
89196b0431bffff,4318
89196ba2013ffff,1570
8919694ac77ffff,9059
89196bb2a2bffff,35
89196941503ffff,8186
89196bb9dafffff,7730
891969696bbffff,1214
89196bac3cbffff,5991
89196969187ffff,5927
89196bb64c3ffff,9755
89196ba95b7ffff,6393
89196971b2fffff,8908
89196b94307ffff,9552
89196bb2c4fffff,9976
89196bb6e03ffff,5067
89196bb44c3ffff,511
89196979c0fffff,9122
8919694e80fffff,2877
89196948ddbffff,5308
89196ba03a7ffff,5361
89196bad803ffff,6306
89196b16667ffff,4365
89196978927ffff,2315
89196ba9b2fffff,5302
8919694ea6bffff,276
89196bb184bffff,6374
89196b84e83ffff,7775
89196b336c3ffff,6821
8919696050bffff,9880
89196ba4567ffff,372
8919694dd4fffff,2161
89196b96ebbffff,3865
89196940097ffff,8573
89196ba1967ffff,353
89196b963c7ffff,2619
89196ba4a07ffff,9998
89196b16313ffff,9018
89196bacd43ffff,9363
89196bac887ffff,353
89196b86457ffff,5778
89196b3350bffff,2214
89196bb4067ffff,335
89196b9635bffff,4694
89196bb61cfffff,4064
8919694a203ffff,2701
8919694ad7bffff,2886
89196ba6cabffff,152
8919694a257ffff,9464
89196bba2afffff,9793
89196b96363ffff,6334
89196ba8d97ffff,7030
89196b3286bffff,8464
89196940bbbffff,2522
89196b33583ffff,540
891969433b3ffff,1565
89196b86643ffff,4315
8919695895bffff,3429
89196bb4b2fffff,4898
89196960073ffff,1279
89196bb284bffff,8663
89196b30087ffff,641
89196baeb23ffff,7059
89196ba6c83ffff,4110
89196bb114bffff,2035
8919696b0cbffff,1591
89196bb5c5bffff,5725
891969696afffff,8379
89196bb8917ffff,702
89196bb9b47ffff,5520
89196b1686bffff,174
89196baf493ffff,8068
89196979573ffff,6176
8919694d5a7ffff,8743
891969798abffff,3722
891969490c7ffff,9612
89196bb754bffff,3097
89196bb52d3ffff,7383
89196b965cfffff,5064
89196ba559bffff,8898
891969636d3ffff,3384
89196978ac7ffff,7997
89196b142afffff,2215
89196bb625bffff,3951
89196b1496bffff,8516
89196b06e53ffff,1131
8919694f16bffff,203
8919696854fffff,1121
89196b3311bffff,3443
8919697837bffff,6917
89196bb5593ffff,8307
89196b04d23ffff,6461
89196949b27ffff,9800
89196969487ffff,1832
89196ba5dd3ffff,4136
89196ba4607ffff,4075
8919694318fffff,9688
89196bab49bffff,1352
89196b321cbffff,6579
89196b32367ffff,5303
89196ba2ed7ffff,7821
89196baa49bffff,1599
89196ba1e0bffff,3562
891969789d7ffff,5259
89196bb9b3bffff,9681
89196b9612bffff,8627
89196978e8bffff,9486
89196bb812fffff,7204
89196ba7547ffff,5282
891969698cfffff,6089
89196bb21cfffff,707
89196ba6e63ffff,6729
89196bacddbffff,4808
89196979973ffff,1778
89196bb0aa3ffff,2694
89196bb965bffff,334
89196bb4453ffff,1326
89196ba33c3ffff,568
8919697aa6bffff,2401
89196b86b27ffff,1764
8919696011bffff,7462
8919694ad63ffff,4596
89196962347ffff,4360
89196baab5bffff,8631
89196bb16bbffff,8267
89196b061a7ffff,189
891fa492293ffff,2843
89196960143ffff,7156
89196bb8a2bffff,5934
89196bb2687ffff,1350
89196bb94cbffff,8002
89196b05bafffff,3262
89196ba1db3ffff,3155
8919694e86bffff,9743
8919694a84fffff,1976
89196948623ffff,4930
891969604dbffff,2304
89196bba857ffff,3050
89196948ec7ffff,958
89196b068dbffff,6755
8919694e427ffff,3745
8919697888bffff,8735
89196948143ffff,4811
89196baad97ffff,6373
89196941093ffff,330
89196ba665bffff,6065
89196bb6d0fffff,5683
89196ba30a3ffff,6444
8919694f2b3ffff,3204
89196bab1bbffff,4133
89196bb2acbffff,3440
89196968e07ffff,4418
8919694f54bffff,4532
8919694d1b7ffff,8034
8919694a517ffff,983
8919694e93bffff,3839
89196b14b6fffff,3398
89196b3a44bffff,4127
8919696ae73ffff,9762
8919694f477ffff,886
8919694523bffff,4841
89196bad33bffff,8010
89196ba866bffff,5886
89196bb22b3ffff,419
89196bb1d5bffff,8055
89196b05b33ffff,3925
891969412a3ffff,7722
89196b3285bffff,9678
8919696024fffff,4796
89196badb03ffff,6461
8919694a387ffff,2343
891969685a3ffff,4274
89196bb95afffff,6625
89196ba64d3ffff,8897
89196bb937bffff,9964
89196b32d9bffff,2302
8919697aa6fffff,9294
89196940e87ffff,4990
89196968ec3ffff,1057
89196bb5b73ffff,4477
8919696adbbffff,1262
89196bb132bffff,4339
8919694064fffff,9328
89196b8552bffff,5594
89196bab153ffff,6399
89196b3287bffff,671
89196941433ffff,9432
8919694a1a3ffff,566
89196948ddbffff,38
89196baa56fffff,7042
8919694b553ffff,5470
89196bb024fffff,7745
89196ba8e53ffff,9912
89196bb33cbffff,9410
89196bb766fffff,5334
8919694336bffff,4443
89196b848abffff,9944
89196bbaa53ffff,5782
89196940223ffff,200
89196b30577ffff,3970
89196ba93b7ffff,5627
89196b16c7bffff,6598
89196bb295bffff,8692
89196bb4d67ffff,9996
8919694a0d3ffff,4166
89196baa6c7ffff,9544
89196ba26a7ffff,6898
89196bb28a7ffff,9556
89196ba6d6bffff,5675
89196bb6d3bffff,4912
89196b14157ffff,3931
8919697a9a7ffff,6684
89196bac673ffff,925
89196bacb4fffff,2429
89196ba61a3ffff,6009
8919697b287ffff,5577
89196bb029bffff,310
89196969993ffff,8496
89196968217ffff,6631
8919694e5bbffff,2678
8919694e003ffff,9095
8919694c41bffff,9923
89196bae92fffff,5756
8919695b3dbffff,4323
89196bb0367ffff,4546
89196ba6e6bffff,9699
89196943317ffff,727
891969402abffff,1082
8919696a577ffff,6905
8919697b373ffff,3131
8919694a823ffff,3083
89196ba7133ffff,2955
89196ba823bffff,1830
89196bb554fffff,9545
8919694f0cfffff,3866
89196bb91b7ffff,293
89196bb6ac3ffff,256
89196b14e2bffff,3984
89196bab563ffff,4413
89196bb16c7ffff,2665
89196b36447ffff,6573
89196941483ffff,4509
89196b16563ffff,1325
89196b84ba3ffff,1606
89196b33683ffff,8629
89196b9490fffff,9736
89196b95983ffff,8468
89196bac1cbffff,5695
89196bac04bffff,5086
89196b04cd3ffff,2667
89196badc8fffff,5464
8919694516bffff,1604
8919694a3dbffff,7283
89196bb94bbffff,3044
89196959007ffff,8029
89196bac1abffff,9047
8919694aa0fffff,3845
89196bab1a7ffff,441
89196ba6c4fffff,5495
89196b94833ffff,4746
89196bb099bffff,2596
89196bb0cabffff,230
89196ba9e8fffff,9584
89196948137ffff,8824
8919697a267ffff,4215
8919694d2c3ffff,776
89196b168abffff,1493
89196baae43ffff,6921
89196b96697ffff,3615
89196ba632bffff,103
891969403dbffff,6390
8919697b44bffff,4619
8919697aad7ffff,2792
8919696b237ffff,6752
891969596d3ffff,5718
89196961173ffff,3114
89196bac64fffff,7202
8919696b3b7ffff,9508
89196bb04c7ffff,1294
8919694502bffff,1858
8919694b68fffff,9657
89196b32c9bffff,8001
89196b16b0bffff,377
89196b04a8fffff,1699
89196b169c3ffff,1512
8919694de2fffff,8686
89196bb5c73ffff,3592
89196b84973ffff,7735
89196ba9223ffff,2954
89196baf353ffff,9594
891969495d7ffff,9743
89196bbac6fffff,9320
89196bab46fffff,3841
8919697ab53ffff,5738
89196b04a7bffff,8857
89196978ac3ffff,8706
8919696914fffff,4325
8919694adb3ffff,1643
89196b96dc3ffff,5150
89196b16967ffff,3011
89196bb09cfffff,9444
8919697ab8fffff,4245
89196b3218bffff,9538
89196bba66fffff,923
89196bb83dbffff,6073
8919694a3cbffff,2683
89196bab297ffff,2209
89196b8697bffff,7099
89196b143cbffff,2920
89196b04103ffff,3218
89196bb214bffff,4059
89196b16d2fffff,2142
89196ba6e77ffff,6444
89196bb8867ffff,9006
89196ba8137ffff,1652
89196942a0fffff,9586
89196b14267ffff,9039
89196bba3a3ffff,4710
89196bb4527ffff,6307
89196b32ac3ffff,9163
89196978273ffff,3618
89196b171b3ffff,4149
89196959e13ffff,6543
8919695896bffff,4943
89196bada03ffff,8635
89196969e4fffff,4430
89196b04593ffff,834
89196bb820fffff,1616
89196baeb93ffff,2408
89196bb8877ffff,9017
89196940353ffff,2400
89196b0691bffff,2056
89196ba48cfffff,6163
89196ba4393ffff,2384
89196941e77ffff,922
89196b84113ffff,2906
89196ba6467ffff,1913
8919694d153ffff,5693
89196949053ffff,8754
89196ba8dc7ffff,6793
89196bb1867ffff,7591
89196961037ffff,4137
89196bbb16fffff,592
89196ba2e97ffff,4593
89196bb759bffff,7090
89196bb204fffff,9127
8919697958fffff,2018
89196b360a3ffff,8902
89196baf46bffff,3967
89196b8453bffff,9919
89196b3246bffff,1281
89196bae663ffff,5465
89196bb64b3ffff,9779
89196bad0bbffff,8015
89196ba6ca3ffff,9138
89196ba73a3ffff,1695
89196ba0d33ffff,2842
89196bb059bffff,4887
89196bae477ffff,9716
89196941acbffff,7356
89196baf0d7ffff,8839
89196b14623ffff,8764
8919694c847ffff,5952
89196941587ffff,2160
891fa49262fffff,4019
8919696a363ffff,3256
89196ba0b5bffff,8837
89196b16833ffff,4171
89196ba316bffff,7891
89196b3244bffff,6515
89196bb75c3ffff,4777
89196ba31bbffff,9652
89196b85b57ffff,3261
8919696a207ffff,543
89196ba1babffff,5413
89196945373ffff,6145
89196b1717bffff,2639
89196bbaad7ffff,4616
89196b869b7ffff,9896
8919694d6dbffff,4588
89196b1486fffff,2640
89196945343ffff,4379
89196b04287ffff,7873
89196ba014bffff,1010
89196ba625bffff,8407
89196ba81d7ffff,3791
89196bb1e8fffff,2664
89196b06c6bffff,826
8919697b043ffff,8500
89196ba0c97ffff,3708
89196baa27bffff,9385
89196baa433ffff,6788
89196ba0a87ffff,9
89196961507ffff,9679
89196959403ffff,4405
89196bb0d4fffff,4306
89196bb1e43ffff,4039
89196948b2bffff,6651
89196bb4a37ffff,1637
891969432cfffff,4475
89196b84183ffff,4558
89196b05b87ffff,2410
89196b85dc7ffff,7852
89196969393ffff,8367
89196bb527bffff,1430
89196960617ffff,7442
89196ba6217ffff,452
89196b16c97ffff,99
8919696a12bffff,7103
89196bb85cbffff,9293
89196bb864fffff,2410
89196963387ffff,7387
89196ba5493ffff,6586
89196ba81b3ffff,1654
89196bb322bffff,2255
89196979923ffff,8179
89196bb1a8bffff,5419
891969452b3ffff,154
89196bb0b53ffff,5430
89196bab0b3ffff,8368
89196bb201bffff,9179
89196ba58b3ffff,2467
8919697a923ffff,8188
89196bb1923ffff,6280
8919697908bffff,6563
89196baf3d3ffff,5842
89196ba1b4bffff,1789
89196941c97ffff,2436
89196b1711bffff,1447
89196969cb3ffff,8382
8919696b15bffff,785
89196bb722bffff,4410
89196bac21bffff,1462
89196bad617ffff,2914
8919697a87bffff,3472
89196b36447ffff,3830
89196b85917ffff,2611
8919694d9dbffff,447
89196b32633ffff,6879
89196bb1a6bffff,3806
89196bb0db3ffff,170
89196bb5dc7ffff,576
89196948e5bffff,9290
89196bb11a3ffff,4391
89196ba252bffff,5856
89196ba162fffff,8770
89196ba4b9bffff,7325
89196943567ffff,4667
89196b86397ffff,3110
89196baad7bffff,176
89196baa577ffff,5635
89196b96dcfffff,5645
89196b0455bffff,3736
89196bae43bffff,253
89196ba22afffff,7890
89196b0589bffff,4309
89196959233ffff,7179
89196b96087ffff,5314
89196bb46d3ffff,3450
8919694d257ffff,3334
89196941e57ffff,4295
89196bb8537ffff,6295
89196b06a13ffff,9407
8919694940bffff,7894
891fa492617ffff,7666
89196979193ffff,8612
8919694ae0bffff,9905
89196baf0c7ffff,3310
89196b06a83ffff,8134
89196bbb64bffff,4218
89196ba266bffff,8285
89196960687ffff,2730
89196bb5c83ffff,4208
89196940e97ffff,588
89196b04c9bffff,5566
89196941087ffff,8334
8919694c207ffff,691
89196978653ffff,646
89196bb02b7ffff,6682
89196bb04abffff,5602
89196b320c7ffff,5319
891969612d7ffff,8615
89196969dafffff,3483
8919696900bffff,1883
89196959657ffff,7636
89196ba6b63ffff,5267
89196978533ffff,65
89196bb4ccfffff,3599
89196bb26c3ffff,2298
89196ba5a23ffff,7255
89196bb99cfffff,7719
89196b1416bffff,6042
89196bad993ffff,6372
89196bb46d7ffff,3867
8919697938fffff,3480
89196979503ffff,4580
89196bb8bb7ffff,8176
8919694ec4fffff,2597
89196b84d8bffff,4232
89196ba256fffff,3213
89196bb8bc7ffff,7942
8919694a5bbffff,8005
89196ba2ac3ffff,2341
89196bbb4b3ffff,1172
89196baab17ffff,4326
89196b941cbffff,9128
8919696a62bffff,1671
891969496c3ffff,9549
8919694c367ffff,8068
89196bb111bffff,6234
89196ba754bffff,8498
89196ba8e13ffff,2855
89196bb2a8bffff,7877
89196bb225bffff,4057
89196968393ffff,5337
89196bae583ffff,5202
89196b149afffff,1489
89196bb6c0bffff,4594
8919694154bffff,7239
8919694c983ffff,1482
8919694967bffff,9664
89196bba1cbffff,6510
8919696a29bffff,999
89196ba0623ffff,7787
89196945613ffff,9389
89196bad023ffff,5254
89196baf63bffff,4922
89196b1458fffff,2424
89196bb702bffff,5555
891969782c7ffff,2760
89196baebc3ffff,9604
89196b94a43ffff,3837
89196bb4e63ffff,8642
89196969d43ffff,3230
89196ba4423ffff,7673
891969790a3ffff,1512
89196979c43ffff,9051
891969592a7ffff,3002
89196baf48fffff,7849
8919694ecc7ffff,8032
89196b329bbffff,3277
89196979243ffff,3714
89196bb4343ffff,9179
89196941407ffff,4749
89196ba2e43ffff,5365
89196b94853ffff,7611
8919694d053ffff,3407
89196bb0077ffff,6902
89196ba1d67ffff,6844
8919697b207ffff,9353
891969595cfffff,8290
89196bb9603ffff,6179
89196ba3597ffff,668
89196baa60fffff,5825
8919696aed7ffff,3603
8919694f3d3ffff,266
89196ba25bbffff,3253
89196bb541bffff,6914
891969430a7ffff,7445
89196ba248bffff,937
89196942bb7ffff,1963
89196ba95a3ffff,3093
89196ba4c0bffff,6777
891969795cbffff,4812
8919696101bffff,8289
89196948b87ffff,9584
89196ba21a7ffff,207
89196bad303ffff,9589
8919694c413ffff,3118
89196949113ffff,1376
89196bb982bffff,271
89196bb860bffff,7549
89196baad7bffff,8487
89196badc03ffff,543
89196bb62c7ffff,3042
89196b95b27ffff,493
8919695951bffff,6644
89196bb548fffff,6066
8919694148fffff,524
89196bac4a7ffff,1899
89196b86197ffff,8175
89196bad447ffff,7566
89196baf6b7ffff,8071
89196ba99d3ffff,3361
89196bba92bffff,6113
89196ba489bffff,4370
891fa4974b7ffff,9328
89196ba4633ffff,7456
89196b06c6fffff,318
89196b96cc7ffff,3291
89196ba2093ffff,4801
89196bba643ffff,6717
89196b862afffff,1339
89196bb32abffff,8157
89196ba2a77ffff,7365
89196960047ffff,2926
89196b9482fffff,1939
89196ba6b9bffff,6996
891969631cfffff,8219
89196bb3187ffff,186
891969695cbffff,4238
89196bb4bd7ffff,7992
89196b36413ffff,9977
89196bb9b43ffff,8006
89196bb46afffff,9719
89196bb452fffff,9557
89196bb835bffff,1990
8919694b55bffff,8873
891969590c7ffff,6001
89196979443ffff,5691
89196bb73d7ffff,3243
89196b85c6bffff,6857
89196bab55bffff,273
89196ba003bffff,9376
891fa496003ffff,6752
89196bb2493ffff,2667
89196bb32dbffff,3409
89196bb55b7ffff,6418
8919694aaa3ffff,5284
89196b1691bffff,8386
89196b15d37ffff,9395
89196949447ffff,2157
89196bac477ffff,525
8919694d137ffff,3436
891969496d3ffff,7712
8919696ae0bffff,5778
89196bac837ffff,4657
89196bb9bafffff,6313
89196ba1e43ffff,8051
8919694d183ffff,1188
89196baf1d3ffff,4355
89196b148bbffff,5174
8919696a817ffff,2082
89196bb5d83ffff,3896
89196bb006fffff,7669
89196b04c4fffff,1482
8919696348fffff,2610
8919697b2d3ffff,5323
89196ba3037ffff,6979
89196b06187ffff,2928
8919694da17ffff,4653
89196ba122bffff,2015
8919696132bffff,7779
89196959ecbffff,9171
89196b1710fffff,1519
89196b95db3ffff,4431
891969685b3ffff,9376
8919694818fffff,793
89196960427ffff,9966
89196bb26bbffff,2185
89196bb1bd7ffff,2978
89196ba9ab7ffff,4945
891fa493683ffff,366
89196bb23d7ffff,3142
8919694a0bbffff,1063
89196ba1e67ffff,8736
89196ba8907ffff,9279
89196ba5447ffff,6720
89196baca2fffff,6572
89196bb1107ffff,1707
89196ba8487ffff,1519
8919696b5afffff,9996
89196941497ffff,6188
89196bb3513ffff,863
89196941d63ffff,4290
89196bb0137ffff,9053
8919694f46fffff,1993
89196bb88bbffff,9722
89196bb3133ffff,3135
89196baf333ffff,33
89196978187ffff,238
891fa496613ffff,9679
8919694ee3bffff,2987
8919694d0d3ffff,5406
8919694e083ffff,8782
89196bad50fffff,9364
89196b96cdbffff,3767
891969481cbffff,9318
89196ba6b83ffff,9141
89196941967ffff,3661
89196bad14fffff,5591
89196b162c7ffff,9747
89196baa10bffff,8164
89196ba59b7ffff,6248
891fa49669bffff,3351
89196ba2313ffff,1932
89196bb890bffff,3227
89196ba4843ffff,2895
89196bae8c7ffff,3278
89196bb580bffff,4126
89196941c73ffff,4908
8919696945bffff,9042
89196ba8607ffff,2014
